"number","title","pageid","namespace","length","touched"
"9125","Chord_(astronomy)","28001404","","6472","20250206110605"
"9126","Equuleus_in_Chinese_astronomy","28004057","","3738","20260128033011"
"9127","Eridanus_in_Chinese_astronomy","28004295","","12536","20260211090534"
"9128","Bi-scalar_tensor_vector_gravity","28005582","","1751","20250929142346"
"9129","Fornax_in_Chinese_astronomy","28009792","","3159","20250203073856"
"9130","Gemini_in_Chinese_astronomy","28010525","","11364","20240821072356"
"9131","Grus_in_Chinese_astronomy","28010962","","4741","20240803190048"
"9132","Hercules_in_Chinese_astronomy","28011647","","14797","20240804000303"
"9133","Henize_206","28012758","","5737","20250404155433"
"9134","NGC_7332","28017482","","4138","20260326081425"
"9135","Hydrus_in_Chinese_astronomy","28017734","","3980","20241121084010"
"9136","Indus_in_Chinese_astronomy","28019773","","4451","20260116230938"
"9137","Lacerta_in_Chinese_astronomy","28020131","","4175","20250721232111"
"9138","Leo_in_Chinese_astronomy","28020144","","15236","20250817212909"
"9139","Galactic_Bridges_and_Tails","28025798","","2831","20190929053201"
"9140","HD_4391","28026626","","10658","20251217210543"
"9141","Leo_Minor_in_Chinese_astronomy","28032503","","6834","20240618065944"
"9142","Museum_of_Science_and_the_Cosmos","28035101","","6450","20250311001446"
"9143","Lepus_in_Chinese_astronomy","28041221","","3344","20250826204457"
"9144","Libra_in_Chinese_astronomy","28042385","","6666","20251122115144"
"9145","Lupus_in_Chinese_astronomy","28043034","","5558","20240325082739"
"9146","Bursting_Pulsar","28046777","","2286","20251017201249"
"9147","GRB_100621A","28047228","","8261","20250414040431"
"9148","Kepler_Museum","28053427","","3461","20241221023204"
"9149","Gould_designation","28053989","","6607","20251127052123"
"9150","Theodor_von_Schubert","28053991","","3796","20260223020056"
"9151","HD_44594","28056968","","9424","20251220124541"
"9152","Paper_Aircraft_Released_Into_Space","28059637","","6805","20251226034430"
"9153","Black_Widow_pulsar","28059841","","10227","20251221162117"
"9154","Light_front_holography","28066469","","12692","20260319235149"
"9155","Ussuriysk_Astrophysical_Observatory","28068751","","786","20250522205832"
"9156","Lynx_in_Chinese_astronomy","28081672","","7678","20250716134135"
"9157","Lyra_in_Chinese_astronomy","28082362","","4803","20230514123140"
"9158","R136a1","28105432","","44303","20260218180325"
"9159","Nuclear_Compton_Telescope","28106472","","3754","20251223185809"
"9160","San_Diego_Space_Society","28107646","","3452","20240909043459"
"9161","HD_170657","28108729","","7269","20260323172141"
"9162","Dr._Robert_H._Goddard_Memorial_Trophy","28111503","","6877","20250317223911"
"9163","National_Space_Club","28112002","","26248","20260301154905"
"9164","Mandé_creation_narrative","28125064","","3876","20240219073722"
"9165","Fon_creation_myth","28125294","","2201","20250325235919"
"9166","Ainu_creation_myth","28140468","","5717","20251115164728"
"9167","Tungusic_creation_myth","28140686","","4476","20260117163821"
"9168","Lemon_Slice_Nebula","28141075","","4714","20250602212936"
"9169","Planetarium_hypothesis","28142506","","4156","20250703183111"
"9170","46_Aquilae","28148513","","7231","20260122204944"
"9171","Transit-timing_variation","28152180","","11648","20241102220345"
"9172","Soap_Bubble_Nebula","28165279","","4824","20250218161044"
"9173","Theta_Herculis","28165807","","10605","20251218115451"
"9174","Copernicus_Foundation_for_Polish_Astronomy","28174244","","4748","20260118224829"
"9175","PRL_Advanced_Radial-velocity_All-sky_Search","28180925","","2072","20231203163106"
"9176","(278361)_2007_JJ43","28184687","","6748","20260219094954"
"9177","GRB_070714B","28194870","","4520","20251203230459"
"9178","Vandenberg_Launch_Facility_2","28219531","","5129","20240114151100"
"9179","Vandenberg_Launch_Facility_3","28219541","","1732","20251028201327"
"9180","Vandenberg_Launch_Facility_4","28219544","","1546","20251028201324"
"9181","Vandenberg_Launch_Facility_5","28219546","","1874","20260322223159"
"9182","Vandenberg_Launch_Facility_6","28219550","","1104","20251028201325"
"9183","Vandenberg_Launch_Facility_7","28219552","","1154","20251028201324"
"9184","Vandenberg_Launch_Facility_8","28219554","","1827","20260322223050"
"9185","Vandenberg_Launch_Facility_9","28219559","","1717","20260303211304"
"9186","Vandenberg_Launch_Facility_10","28219563","","1298","20250604005129"
"9187","Vandenberg_Launch_Facility_21","28219564","","1853","20251028201326"
"9188","Shadows_(software)","28233607","","6311","20260212160318"
"9189","Elementary_School_Musical_(The_Simpsons)","28236344","","14058","20250103055054"
"9190","Human_presence_in_space","28244920","","76298","20260327034741"
"9191","13_Things_That_Don't_Make_Sense","28253247","","14639","20260130030018"
"9192","Kuterastan","28272647","","3559","20250904055012"
"9193","Hoyle–Narlikar_theory_of_gravity","28276396","","7978","20260119052453"
"9194","Zanstra_method","28281942","","3633","20240519192650"
"9195","WR_102ea","28290171","","4593","20250807235401"
"9196","Centre_for_Astrophysics_of_the_University_of_Porto","28308902","","3848","20241018191253"
"9197","Backblast_area","28311376","","3047","20230701152956"
"9198","Gravity_Discovery_Centre","28321462","","11748","20260129203603"
"9199","The_Big_Bounce_(1960_film)","28324573","","1543","20260220024051"
"9200","Astroinformatics","28326718","","28501","20260105210222"
"9201","NGC_4911","28330452","","2999","20260109231456"
"9202","Spaceworthiness","28339996","","6433","20250127012303"
"9203","Exploration_of_Pluto","28343916","","32664","20260118020226"
"9204","Mount_Burnett_Observatory","28356156","","3160","20240706011445"
"9205","DENIS_J081730.0−615520","28362507","","9525","20251217173027"
"9206","PSR_J2007+2722","28365776","","2719","20251230205658"
"9207","Nancy_Grace_Roman_Space_Telescope","28371067","","58579","20260316022152"
"9208","Beta_Piscis_Austrini","28372311","","12542","20251222093542"
"9209","Wray_17-96","28374319","","5943","20251126201530"
"9210","HD_5980","28384660","","31056","20260222113028"
"9211","Sagamihara_Campus","28399390","","2437","20241109131827"
"9212","Kakuda_Space_Center","28399406","","3501","20241109132003"
"9213","Usuda_Deep_Space_Center","28399408","","5913","20251006102918"
"9214","Taiki_Multi-Purpose_Aerospace_Park","28399410","","3666","20250722214113"
"9215","Chofu_Aerospace_Center","28399417","","2217","20260125161627"
"9216","V_Cephei","28400431","","5892","20260131170509"
"9217","Galactic_quadrant","28408157","","11826","20251119095142"
"9218","Jonathan_Eberhart_Planetary_Sciences_Journalism_Award","28434627","","3282","20250130035740"
"9219","1913_Great_Meteor_Procession","28443079","","10542","20260204223721"
"9220","Groombridge_Transit_Circle","28468451","","1597","20220202161423"
"9221","Virbhadra–Ellis_lens_equation","28472413","","1411","20251227015131"
"9222","Vaidya_metric","28473219","","21195","20251124145612"
"9223","Photon_surface","28473945","","3033","20260310200637"
"9224","Project_Space_Track","28498504","","31279","20260308121530"
"9225","Journal_of_the_Royal_Astronomical_Society_of_Canada","28506076","","2692","20251008195152"
"9226","6_Persei","28517504","","7425","20251217143916"
"9227","HD_10180","28520193","","23169","20260217093819"
"9228","Gasochromism","28540674","","749","20231019051935"
"9229","Vapochromism","28541067","","1322","20220715180030"
"9230","HD_10180_c","28549167","","2610","20230825012429"
"9231","Mechanochromism","28557957","","900","20241218135422"
"9232","ESO_137-001","28568686","","6142","20260109225432"
"9233","TN_J0924−2201","28568900","","1832","20251214021313"
"9234","ISOHDFS_27","28569410","","3705","20260109230615"
"9235","Kepler-9","28570524","","15828","20260217145017"
"9236","HD_49933","28581674","","9487","20251221174951"
"9237","Kepler-9b","28582791","","8849","20251218073331"
"9238","Kepler-9c","28582793","","9884","20251218073131"
"9239","Discoveries_of_exoplanets","28582968","","91139","20260322111432"
"9240","Earth-grazing_fireball","28605823","","10409","20251128155221"
"9241","CFHQS_J2329–0301","28623600","","1617","20250801081039"
"9242","Abu_Ali_al-Hasan_al-Marrakushi","28650776","","5789","20260220133852"
"9243","RCW_49","28658346","","5557","20251116092541"
"9244","NASA_Exoplanet_Science_Institute","28664832","","11002","20251119053722"
"9245","Craig_telescope","28669607","","5516","20250821162543"
"9246","The_Grand_Design_(book)","28688869","","25419","20260302202817"
"9247","NGC_7840","28700095","","3494","20260109230823"
"9248","NGC_18","28700430","","2015","20251212210426"
"9249","NGC_7777","28700903","","3107","20260306115413"
"9250","NGC_296","28701195","","1733","20251112082000"
"9251","Alexander_Kashlinsky","28706924","","2570","20260127101102"
"9252","Libration_(molecule)","28723369","","2104","20220714232428"
"9253","String_topology","28725806","","8793","20240325100321"
"9254","LL_Pegasi","28732393","","9108","20251126203654"
"9255","SpaceUp","28732614","","5756","20250721223312"
"9256","Sigma1_Ursae_Majoris","28753972","","8911","20251218161722"
"9257","Sigma2_Ursae_Majoris","28753975","","9887","20250621191209"
"9258","Astronomy_and_Astrophysics_Decadal_Survey","28761104","","15897","20241208093455"
"9259","Common_Core_Booster","28776446","","4316","20251103131850"
"9260","Encyclopedic_Dictionary_of_Astronomy","28790472","","900","20250603212711"
"9261","OpenSonATA","28798783","","1582","20241020105633"
"9262","Markarian_231","28809921","","8433","20251109184629"
"9263","LBG-2377","28811075","","2627","20251221004146"
"9264","HiWish_program","28825737","","4538","20260116185254"
"9265","RAVE_(survey)","28832678","","12728","20260320032053"
"9266","2MASS_J09393548−2448279","28835772","","11072","20251126202712"
"9267","2MASS_J04151954−0935066","28845798","","11970","20251226104151"
"9268","Copernicus_(film)","28846154","","3370","20260129050345"
"9269","2MASS_1507−1627","28846445","","5007","20251221130454"
"9270","ADL_astronomical_society","28846952","","1218","20260314064547"
"9271","2MASS_J09373487+2931409","28854981","","9508","20251215180406"
"9272","SIMP_J013656.5+093347","28855394","","16247","20260112171227"
"9273","2MASS_J00361617+1821104","28855777","","7735","20251219123448"
"9274","List_of_largest_optical_telescopes_in_the_18th_century","28861715","","12586","20250405215248"
"9275","PGC_39058","28870123","","1934","20251219011429"
"9276","Old_Man_on_His_Back_Plateau","28883363","","6516","20250812155410"
"9277","Thermonuclear_supernova","28888665","","56","20100920113132"
"9278","Somerset_Space_Walk","28888905","","11946","20240822063740"
"9279","NGC_6741","28902014","","2425","20250911210547"
"9280","JunoCam","28902727","","14784","20251121082841"
"9281","NGC_4666","28904586","","13221","20251217134042"
"9282","Arp_271","28915306","","7242","20260124173113"
"9283","Coreshine","28935016","","3852","20230405143536"
"9284","String_group","28936135","","7942","20250908005300"
"9285","Age_of_the_Gods","28937173","","7098","20250822174032"
"9286","Dyson–Harrop_satellite","28937856","","4174","20251102145056"
"9287","L183","28938099","","2069","20250916011446"
"9288","Moss_meteorite","28942808","","5412","20231127031942"
"9289","Pre-stellar_core","28945767","","1856","20230210191227"
"9290","Kappa_Herculis","28957712","","14749","20251218071243"
"9291","Nano-JASMINE","28974107","","12869","20260315054105"
"9292","Epsilon_Herculis","28985983","","11313","20251218105144"
"9293","89_Herculis","28988359","","8049","20251218075651"
"9294","Starlight","28996756","","14356","20250810202511"
"9295","Lambda_Ceti","28999204","","8070","20260224152138"
"9296","SpaceCollective","29007307","","5007","20260317065533"
"9297","AB7","29027513","","25524","20250809033826"
"9298","Lick–Carnegie_Exoplanet_Survey","29027628","","2856","20260320031619"
"9299","HD_27274","29052918","","10629","20240109002619"
"9300","10_Aquarii","29064329","","305","20201024190230"
"9301","28_Aquarii","29064603","","4959","20251218021623"
"9302","36_Aquarii","29064717","","295","20201024194346"
"9303","40_Aquarii","29064792","","5603","20250427195701"
"9304","54_Aquarii","29064962","","305","20201024191231"
"9305","V4046_Sagittarii","29081932","","10405","20251218071920"
"9306","NGC_584","29087520","","4014","20260127015750"
"9307","Evaporating_gaseous_globule","29114138","","4589","20260218173511"
"9308","NGC_3324","29114291","","5637","20260125001633"
"9309","Vincenzo_Maculani","29138334","","9755","20260102155904"
"9310","NGC_406","29153384","","2583","20240622062005"
"9311","MACS_J0717.5+3745","29162897","","4967","20250821042854"
"9312","Gamma_Comae_Berenices","29172014","","9344","20260324163343"
"9313","Isoplanatic_patch","29182681","","1455","20251227114316"
"9314","Beta_Sagittae","29184426","","8644","20251221162057"
"9315","SPT-CL_J0546−5345","29202102","","8239","20250808202522"
"9316","ESPRESSO","29213543","","36698","20260206101310"
"9317","List_of_exoplanet_firsts","29214429","","59427","20260323175414"
"9318","Infinite-axis_telescope","29219059","","3127","20260301170452"
"9319","List_of_Russian_astronomers_and_astrophysicists","29230973","","14283","20260120043318"
"9320","UDFy-38135539","29282822","","18261","20251112082031"
"9321","M33_X-7","29286753","","10864","20260311233326"
"9322","SN_1997D","29288836","","1286","20250113210230"
"9323","V404_Cygni","29298391","","18632","20260311212417"
"9324","Event_horizon","29320146","","32661","20260308035946"
"9325","Eguchi–Hanson_space","29321898","","3410","20251010055649"
"9326","PV_Telescopii","29326168","","10551","20260126203834"
"9327","Most_distant_astronomical_object","29337179","","94","20250124211228"
"9328","List_of_star_extremes","29342556","","50485","20260319232711"
"9329","NGC_1806","29342981","","2932","20251217183733"
"9330","Mercury_symbol","29375227","","270","20241103220043"
"9331","Oslo_Astrological_Clock","29385825","","2491","20260108142408"
"9332","Astronomical_ceiling_of_Senenmut's_Tomb","29386470","","8631","20260226185251"
"9333","AR_Cassiopeiae","29386661","","14399","20260323161228"
"9334","Prognoz_9","29388708","","2620","20250505144838"
"9335","UDF_2457","29389753","","3534","20241216152636"
"9336","PSR_J1614−2230","29394543","","14491","20251218165253"
"9337","Equatorial_room","29398703","","2182","20231101120329"
"9338","Castor_Rock","29399066","","972","20240823234614"
"9339","E0102-72.3","29402329","","2925","20250922025752"
"9340","Lambda_Cephei","29406091","","6525","20260131173436"
"9341","HD_115337","29417914","","9233","20250713221714"
"9342","HD_133683","29418304","","5737","20260202164626"
"9343","HD_48099","29418407","","5673","20250517150102"
"9344","Zeta_Mensae","29419545","","8011","20251221165131"
"9345","Mu_Mensae","29419624","","7901","20251221171846"
"9346","Lambda_Mensae","29419822","","8004","20251221163342"
"9347","V4381_Sagittarii","29419965","","8327","20260323204222"
"9348","HD_165516","29420003","","6777","20260323204204"
"9349","100_Year_Starship","29430342","","33918","20250908235143"
"9350","Project_M_(NASA)","29439103","","3021","20240429104315"
"9351","Stars_proposed_in_religion","29457137","","848","20250415060534"
"9352","Stellar_collision","29459180","","17596","20251214000009"
"9353","UDF_423","29468127","","3070","20260121072013"
"9354","Close-out_(aerospace)","29471872","","952","20171103165738"
"9355","4_Sagittarii","29481285","","5825","20250704122726"
"9356","Phase_curve_(astronomy)","29486469","","24456","20260217052500"
"9357","Lambda_Orionis_Cluster","29500283","","7078","20250930145916"
"9358","Shanghai_Academy_of_Spaceflight_Technology","29500962","","4852","20251228134650"
"9359","25_Orionis","29509629","","10222","20251226024906"
"9360","NGC_7714","29511432","","5891","20260109230158"
"9361","V381_Cephei","29514194","","11742","20260216162326"
"9362","NGC_4452","29527111","","3829","20251210025312"
"9363","Your_Place_in_the_Cosmos","29530867","","279","20260327014712"
"9364","SN_1998aq","29537716","","7902","20251227103100"
"9365","Alenush_Terian","29552968","","6370","20251231051251"
"9366","Besselian_elements","29558954","","3718","20250927160815"
"9367","IC_2497","29560833","","5057","20250915080730"
"9368","WR_22","29560926","","14643","20260310080457"
"9369","63_Ophiuchi","29561165","","6959","20251218032302"
"9370","Metalaw","29580620","","6647","20251127020229"
"9371","Ernst_Fasan","29589020","","4051","20250813084039"
"9372","Alicante_8","29595312","","3659","20260306203711"
"9373","NGC_2257","29606183","","3939","20250326194423"
"9374","Mercer_3","29609875","","2855","20260123111959"
"9375","RSGC3","29611004","","4684","20260306203702"
"9376","Rho_Ophiuchi","29611302","","13427","20260323164707"
"9377","Jeans_equations","29613587","","12571","20251128174225"
"9378","HD_72561","29614527","","4493","20260222174739"
"9379","Antimatter_comet","29631617","","19282","20250921022106"
"9380","Imidogen","29634234","","11768","20250924004212"
"9381","Enzmann_starship","29649962","","6849","20260305035537"
"9382","TWINS","29650154","","8841","20250719144404"
"9383","Focal-plane_array_(radio_astronomy)","29687749","","5832","20250408122752"
"9384","Galileo_Galilei","29688374","","139679","20260327060429"
"9385","CieloBuio","29691799","","4475","20241207135611"
"9386","Type_II_Cepheid","29692404","","13505","20260129194722"
"9387","Theta_Draconis","29695966","","13484","20251218065819"
"9388","HIP_13044","29696302","","9321","20251229080337"
"9389","Phi_Draconis","29706699","","8928","20251218074936"
"9390","Mass_catcher","29716104","","1426","20210914031601"
"9391","Foucault_knife-edge_test","29717622","","8214","20250805205209"
"9392","Year_of_the_Solar_System","29719743","","1527","20250815040446"
"9393","Mu_Normae","29727406","","8623","20251102192553"
"9394","Tian_Dajiangjun","29728858","","6623","20260206021240"
"9395","R_Scuti","29736778","","12328","20251229083138"
"9396","Mission_to_Mir","29747214","","4191","20260219171748"
"9397","Coma_Berenicids","29765241","","3387","20250122034936"
"9398","Population_index","29765324","","815","20230711184724"
"9399","NGC_5248","29775649","","3566","20260109231459"
"9400","Conformal_cyclic_cosmology","29777578","","13524","20260321075537"
"9401","NGC_4697","29789617","","4424","20251027032133"
"9402","NGC_2506","29795485","","7931","20251218025300"
"9403","NGC_6503","29801708","","16036","20251217172107"
"9404","Coronal_radiative_losses","29820802","","13439","20230813071402"
"9405","Classical_Cepheid_variable","29828324","","41057","20251024220556"
"9406","Arkiv_för_matematik,_astronomi_och_fysik","29829935","","1154","20250912171102"
"9407","NGC_5694","29962952","","4321","20260119161505"
"9408","Ephemeride_Lunaire_Parisienne","29966103","","5659","20260122111344"
"9409","HR_8799_e","29969302","","13369","20260216031036"
"9410","NGC_6729","29987144","","2702","20240118183650"
"9411","Lead_star","29992116","","4009","20260210171752"
"9412","HD_110432","29992721","","7624","20251221123314"
"9413","Peter_B._Lawrence","29997906","","6028","20260308002009"
"9414","Spite_plateau","30000346","","4197","20250927155640"
"9415","Lovelock_theory_of_gravity","30031074","","9143","20260126051327"
"9416","NGC_6572","30034791","","4043","20250718132217"
"9417","Hylogenesis","30049129","","2257","20250926003520"
"9418","The_Search_for_Life:_The_Drake_Equation","30050787","","1489","20250904175246"
"9419","Apus_in_Chinese_astronomy","30073393","","4215","20230514131928"
"9420","2MASS-GC02","30102065","","3880","20260320032423"
"9421","Great_Comet_of_1823","30110617","","3976","20250427100753"
"9422","Belgrade_Planetarium","30128401","","8294","20260322013950"
"9423","Hosted_payload","30129338","","13153","20260216102629"
"9424","Dynamic_method","30133764","","4042","20250924231443"
"9425","C/1911_O1_(Brooks)","30156590","","3066","20250607101934"
"9426","Collinder_140","30167156","","3710","20251226165845"
"9427","Atmosphere_and_Telescope_Simulator","30167270","","2976","20251003112058"
"9428","C/2010_X1_(Elenin)","30194585","","26300","20260310095307"
"9429","HD_36960","30257587","","6269","20251218185041"
"9430","Black_hole_complementarity","30259292","","9310","20260320082520"
"9431","Edward_Stewart_Kennedy","30259827","","7708","20260109210233"
"9432","Paul_Calle","30262098","","6857","20260314041725"
"9433","How_I_Killed_Pluto_and_Why_It_Had_It_Coming","30290563","","7155","20260327020327"
"9434","SN_2010lt","30310414","","4622","20230514131658"
"9435","H.V._Dalling","30311701","","9137","20250628060506"
"9436","Mishra_Yantra","30312182","","2575","20240322122004"
"9437","Exoplanet_Data_Explorer","30312756","","3070","20250924231637"
"9438","Warkworth_Radio_Telescope","30313551","","3848","20241214145818"
"9439","Warkworth_Radio_Astronomical_Observatory","30328452","","3795","20250317003901"
"9440","North_American_Nanohertz_Observatory_for_Gravitational_Waves","30339158","","12447","20260130034428"
"9441","HD_25171","30365744","","7655","20251222110941"
"9442","Stephenson_2","30385629","","15359","20260306203655"
"9443","Michael_Dopita","30387479","","4264","20230818004513"
"9444","Affleck–Dine_mechanism","30388766","","2420","20251226160545"
"9445","Differential_Doppler_effect","30391110","","1050","20240313060455"
"9446","Bernard_R._Goldstein","30405096","","1724","20250626141938"
"9447","Solomon_Gandz","30406001","","2364","20260121202545"
"9448","Kepler-10b","30407363","","15943","20251217140715"
"9449","Kepler-10","30414870","","21274","20260217144356"
"9450","Interstellar_ice","30422155","","7073","20260302141858"
"9451","Stellar_density","30428055","","2563","20260122114714"
"9452","Astronomical_Society_of_South_Australia","30433313","","4391","20241130044221"
"9453","Planet_Lofoten","30440626","","1993","20240801184938"
"9454","N_=_2_superconformal_algebra","30441390","","13719","20250417174059"
"9455","Chi_Ophiuchi","30452763","","13266","20251218171630"
"9456","24_Sextantis","30462904","","8024","20251221130449"
"9457","HD_200964","30462972","","11162","20251221182432"
"9458","Bousso's_holographic_bound","30471415","","8062","20260319233757"
"9459","Chi2_Orionis","30479733","","10551","20250528210010"
"9460","European_Astronomical_Society","30506256","","8412","20250813044046"
"9461","Mu_Ophiuchi","30507978","","8082","20260323171123"
"9462","Psi_Ophiuchi","30507982","","6901","20260323203137"
"9463","Omega_Ophiuchi","30507986","","10950","20260323203647"
"9464","Omicron_Ophiuchi","30507990","","7110","20251219143835"
"9465","LP_658-2","30515672","","7414","20260324124850"
"9466","6_Sagittarii","30520955","","5864","20251218073341"
"9467","7_Sagittarii","30521056","","8674","20251218074321"
"9468","Beaver_Hills_(Alberta)","30522000","","10021","20260325163748"
"9469","68_Ophiuchi","30531123","","9497","20251219145813"
"9470","List_of_women_astronomers","30542632","","24619","20260321003229"
"9471","Tycho_Brahe_Medal","30542745","","4236","20250914162448"
"9472","Lynds'_Catalogue_of_Bright_Nebulae","30544264","","5810","20251004190800"
"9473","Crab_(unit)","30549271","","3512","20250630164533"
"9474","List_of_directly_imaged_exoplanets","30549437","","142889","20260327082621"
"9475","Stellar_mass","30552217","","11349","20251016011749"
"9476","HD_76151","30552746","","7125","20260222174920"
"9477","HD_84117","30553668","","7855","20260222173846"
"9478","Prix_Jules_Janssen","30553860","","30539","20250605114049"
"9479","George_Darwin_Lectureship","30554409","","7768","20251216104203"
"9480","Bulletin_of_the_Astronomical_Society_of_India","30557715","","1861","20231014035401"
"9481","Astronomical_Society_of_India","30559753","","7736","20250603192329"
"9482","HD_129357","30560696","","4716","20251218022913"
"9483","Bogota_Declaration","30578787","","4990","20240607220034"
"9484","Janssen_Medal_(French_Academy_of_Sciences)","30602470","","12956","20260326115537"
"9485","Theta_Librae","30613306","","7856","20251221133824"
"9486","ADS_48","30623176","","7111","20260125150533"
"9487","UDFj-39546284","30650220","","6608","20250718074616"
"9488","Commercial_Spaceflight_Federation","30659303","","25396","20260219222112"
"9489","P-nuclei","30659750","","37407","20251117200316"
"9490","NGC_637","30669221","","6142","20251023192915"
"9491","Spacequake","30678795","","3215","20250930192616"
"9492","Ptolemy's_table_of_chords","30684123","","16521","20260310174508"
"9493","Deci-hertz_Interferometer_Gravitational_wave_Observatory","30708647","","15188","20260128005052"
"9494","Kepler-10c","30715649","","15872","20251225162930"
"9495","Hubble_bubble_(astronomy)","30721431","","10920","20251017123558"
"9496","NGC_3621","30724603","","11986","20260121205641"
"9497","Malargüe_Station","30725744","","4468","20260320034247"
"9498","Kepler-11","30727213","","18708","20260217095453"
"9499","HD_92945","30733787","","12292","20260323212315"
"9500","Spektr-RG","30738857","","18912","20260117030602"
"9501","N2K_Consortium","30741541","","4218","20251218122557"
"9502","Eta_Leporis","30745257","","8454","20251110165021"
"9503","Martian_Summer","30747580","","4363","20260221195343"
"9504","NGC_6834","30751522","","5076","20251216112223"
"9505","HD_139664","30755677","","11210","20251219142340"
"9506","Geo-IK-2","30757006","","3468","20260312042106"
"9507","CELPA_(Mar_Chiquita)","30758609","","4523","20251114080924"
"9508","Astronomy_and_religion","30759946","","13559","20260116150129"
"9509","Kepler-11b","30762149","","15364","20251218130823"
"9510","Kepler-11c","30762157","","14326","20251218172840"
"9511","Kepler-11d","30762159","","12544","20251218172850"
"9512","Kepler-11e","30762162","","11494","20251218181043"
"9513","Kepler-11f","30762165","","11297","20251219125908"
"9514","Kepler-11g","30762168","","12839","20251218164347"
"9515","Kamiyonanayo","30782487","","5827","20260218173516"
"9516","New_Astronomy_(journal)","30792160","","1864","20251221213436"
"9517","Morphs_collaboration","30797587","","4131","20250517000256"
"9518","Kuniumi","30798432","","10649","20260210171427"
"9519","Kepler-9d","30803148","","8711","20251217181658"
"9520","PoGOLite","30807068","","2735","20260320034534"
"9521","Kamiumi","30807231","","22250","20260209063618"
"9522","HD_207129","30814562","","8447","20260201180232"
"9523","NGC_6281","30822872","","4180","20251217170830"
"9524","Kepler_object_of_interest","30825286","","20163","20260307135406"
"9525","Japanese_creation_myth","30828401","","7413","20260218173851"
"9526","A_Question_and_Answer_Guide_to_Astronomy","30857555","","4454","20260130070657"
"9527","Van_Cittert–Zernike_theorem","30860655","","26189","20260117010806"
"9528","Closure_phase","30862831","","6487","20240811202541"
"9529","HD_211575","30864547","","6583","20251218014313"
"9530","Late_Heavy_Bombardment","30864636","","44761","20260328160535"
"9531","LBN_114.55+00.22","30866435","","1145","20260320032746"
"9532","IRAS_23304+6147","30866507","","8600","20251218172435"
"9533","Tyche_(hypothetical_planet)","30869199","","16142","20260319011815"
"9534","Planets_in_astrology","30872816","","73368","20260324152233"
"9535","TellStar","30874473","","3274","20240827194408"
"9536","Scalar_field_dark_matter","30874505","","10348","20260110221544"
"9537","Munin_(satellite)","30875373","","2730","20250703013207"
"9538","IC_2177","30885204","","4670","20251116094139"
"9539","Aquarius_Stream","30914072","","1769","20260109225329"
"9540","Family_Portrait_(MESSENGER)","30935329","","4007","20260128192635"
"9541","NASA_Star_and_Exoplanet_Database","30964375","","4983","20250518162218"
"9542","Psi_Persei","30995829","","16811","20241115023923"
"9543","9_Sagittarii","31003766","","11804","20251126201559"
"9544","HR_6801","31003811","","7944","20251218075456"
"9545","14_Sagittarii","31004521","","5032","20251218073631"
"9546","15_Sagittarii","31010594","","8299","20251218073511"
"9547","NGC_474","31013806","","6362","20260319022838"
"9548","R._Catesby_Taliaferro","31020257","","3203","20260214020919"
"9549","16_Sagittarii","31024804","","8462","20251218073216"
"9550","17_Sagittarii","31024824","","5660","20251218074236"
"9551","18_Sagittarii","31024846","","5024","20251218073821"
"9552","Interplanetary_contamination","31028310","","64814","20251127004239"
"9553","HUDF-JD2","31028325","","4659","20251220124631"
"9554","Kepler-223","31031160","","11125","20260217113212"
"9555","Institute_of_Cosmology_and_Gravitation,_University_of_Portsmouth","31037037","","6216","20250928013451"
"9556","C/2000_W1_(Utsunomiya–Jones)","31060512","","6800","20251130080946"
"9557","NGC_6067","31062126","","7577","20251023193611"
"9558","Gerald_J._Toomer","31073672","","4602","20260310011744"
"9559","Portingbury_Hills","31078679","","6697","20250407165205"
"9560","Kriyakramakari","31085465","","9847","20231224132208"
"9561","Wonders_of_the_Universe","31086430","","17242","20260122183812"
"9562","Journey_to_the_Edge_of_the_Universe","31091698","","4367","20250816064111"
"9563","CI1_fossils","31101423","","3186","20250720024817"
"9564","Journal_of_Cosmology","31103688","","18333","20260106010747"
"9565","Journal_of_Cosmology_and_Astroparticle_Physics","31107704","","3333","20240912122314"
"9566","C/1999_F1_(Catalina)","31111770","","6916","20250531054231"
"9567","Planetary_Science_Decadal_Survey","31117122","","17224","20251005224121"
"9568","Purva_Ashadha","31119812","","56","20250315043416"
"9569","Astronomical_complex","31127780","","6943","20251226210053"
"9570","Elephant_trunk_(astronomy)","31135308","","7407","20251227133608"
"9571","271P/van_Houten–Lemmon","31140803","","4303","20251217131630"
"9572","LOFT","31141204","","12388","20230614013432"
"9573","Trumpler_10","31146206","","2719","20230103204252"
"9574","Out_of_the_Ordinary_Festival","31148481","","7871","20251118214934"
"9575","NGC_352","31154716","","4157","20260109225903"
"9576","UGC_6945","31155242","","5065","20251226130436"
"9577","Supermoon","31156672","","25875","20260318160505"
"9578","Alex_Shain","31167341","","2690","20260205122724"
"9579","Self-sampling_assumption","31170896","","156","20240110075444"
"9580","Equatorial_platform","31171089","","9212","20250702150921"
"9581","Castore_e_Polluce","31208310","","2989","20240611154902"
"9582","Liouville_field_theory","31224296","","27244","20260319230648"
"9583","Lunar_swirls","31227735","","13203","20260116003216"
"9584","Dilberjin_Tepe","31231313","","9639","20250716200136"
"9585","Stationary_orbit","31236248","","3390","20250505021719"
"9586","NGC_5584","31262563","","12830","20251216114138"
